,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,vanilla,salt,sugar,sweetener,cocoa_butter,lecithin,company_continent,origin_continent,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey
427,Casa,United States,2018,Blend,"Ecuador, Vietnam",75.0,2.0,2,"off notes, vanilla",0,0,1,0,0,0,NA,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65.0,3.25,2,"molasses, rich, vegetal",0,0,1,0,0,0,SA,SA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
429,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71.0,3.0,2,"sandy, intense, sweet, rich",0,0,1,0,0,0,SA,SA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
430,Castronovo,United States,2013,Dominican republic,"Conacado, batch 161",73.0,3.5,2,"sandy, mild intensity, fruit",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,Castronovo,United States,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70.0,3.25,3,"sandy, nutty, cocoa",0,0,1,0,1,0,NA,SA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,Castronovo,United States,2013,Nicaragua,"Nicaragua, batch 164",72.0,3.25,3,"sandy, molasses, spice",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
433,Castronovo,United States,2013,Bolivia,"Bolivia, batch 166",70.0,3.0,3,"sandy, tobacco, molasses",0,0,1,0,1,0,NA,SA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
434,Castronovo,United States,2013,Venezuela,"Guaniamo, batch 173",72.0,3.0,3,mild metallic and spice,0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Castronovo,United States,2013,Peru,"Tumbes, batch 176",70.0,2.75,3,"molasses, cocoa",0,0,1,0,1,0,NA,SA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,Castronovo,United States,2013,Peru,"San Martin, batch 155",70.0,2.5,3,"sandy, fruity, acidic, metallic",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
437,Castronovo,United States,2014,Colombia,"Sierra Nevada, batch 1",72.0,3.5,3,"caramel, molasses, fruit",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
438,Castronovo,United States,2014,Colombia,"Arauca, batch 280",76.0,3.5,3,"caramel, sweet, delicate",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Castronovo,United States,2014,Dominican republic,Elvesia P.,70.0,2.75,3,"soapy, earthy",0,0,1,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,Castronovo,United States,2015,Dominican republic,"Duarte, Batch 360",70.0,3.75,3,"med roast, grassy, dried fruit",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,Castronovo,United States,2015,Honduras,"the lost city, gracias a dias, batch 362",72.0,3.5,3,"roasty, black pepper, nutty",0,0,1,0,1,0,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,Castronovo,United States,2015,Venezuela,"Piaroa, Amazonas, Batch 350",72.0,3.5,3,"nutty, floral, roasty",0,0,1,0,1,0,NA,SA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,Castronovo,United States,2016,Belize,"Maya Mtn, Batch 454, Heirloom",72.0,4.0,3,"bright fruit, molasses, nutty",0,0,1,0,1,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
444,Castronovo,United States,2017,Venezuela,"Patanemo, batch 539",70.0,3.25,2,"nutty, roasty, caramel",0,0,1,0,0,0,NA,SA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Castronovo,United States,2019,Mexico,"Xoconusco, criollo, batch 834",70.0,3.75,3,"smooth, caramel, dried fruit",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,Castronovo,United States,2019,Puerto rico,Puerto Rico,70.0,3.5,3,"smooth, mellow, floral",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,Cello,United States,2014,Bolivia,Bolivia,70.0,3.0,3,"creamy, woody, slight cherry",0,0,1,0,1,0,NA,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
448,Cello,United States,2014,Peru,Peru,70.0,2.75,3,"mild fruit, off notes",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,Cello,United States,2014,Venezuela,Venezuela,70.0,2.75,3,"nutty, roasty, smokey",0,0,1,0,1,0,NA,SA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,Cello,United States,2014,Ecuador,Ecuador,70.0,2.5,3,"burnt rubber, leather",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Chaleur B,Canada,2014,Uganda,Uganda,70.0,2.75,3,"sandy, roasty, coffee",0,0,1,0,1,0,NA,AF,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74.0,3.0,2,"dark roast, rich cocoa",0,0,1,0,0,0,EU,SA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Chapon,France,2018,Venezuela,"San Esteban (Chloe, Maria, Patrice)",68.0,3.5,3,"butter, roasty, cocoa, nutty",0,0,1,0,1,0,EU,SA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Charm School,United States,2016,Belize,Maya Mtn,70.0,3.25,3,"slightly metallic, woody, berry",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
455,Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,75.0,3.0,3,"dry, sandy, cocoa",0,0,1,0,1,0,SA,SA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,55.0,2.75,3,"very sweet, very spicey",0,0,1,0,1,0,SA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Chequessett,United States,2014,Costa rica,la Amistad,70.0,3.5,3,"green, leafy",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Chequessett,United States,2018,Peru,Ucayali River,72.0,3.0,3,"spicy, chocolatey, atypical",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,Chequessett,United States,2019,Ecuador,Costa Esmeraldas,72.0,3.5,3,"sl. chalky, floral, pure",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,Chocablog,United Kingdom,2015,Ecuador,Ecuador,70.0,3.25,3,"floral, earthy",0,0,1,0,1,0,EU,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
461,Choco Del Sol,Germany,2014,Belize,Maya Mountain,82.0,3.25,2,"powdery, bland, mild choco",0,0,1,0,0,0,EU,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75.0,3.0,2,"bland, mild choco & leather",0,0,1,0,0,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Choco Dong,South korea,2015,Malaysia,"Tawau, Oct. 2015 Harvest",70.0,3.5,2,"high roast, banana raspberry",0,0,1,0,0,0,AS,AS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Choco Dong,South korea,2015,Vietnam,"Mekong Delta, early 2014 Harvest",70.0,2.75,2,"roasty, sour milk, off note",0,0,1,0,0,0,AS,AS,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,Chococard (Lapos),Hungary,2019,Dominican republic,Zorzal,71.0,3.25,3,"chunky, spicy, rubbery",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466,Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72.0,2.5,3,"grassy, rubbery",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Chocolarder,United Kingdom,2015,Peru,"Peru + nibs, batch C6",65.0,2.75,2,"flat, floral, medicinal",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,Chocolarder,United Kingdom,2015,Peru,"Peru, batch C7",65.0,2.5,2,"flat, metallic, floral",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
469,Chocolarder,United Kingdom,2015,Dominican republic,"Dominican Republic, batch 5",80.0,2.5,2,"spicy, earthy off notes",0,0,1,0,0,0,EU,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
470,Chocolarder,United Kingdom,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74.0,3.0,2,"sugar dominates, molasses",0,0,1,0,0,0,EU,AF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,Chocola'te,United States,2011,Madagascar,Madagascar,70.0,3.75,2,"mild, fruity then nutty",0,0,1,0,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Chocola'te,United States,2011,Venezuela,Venezuela,68.0,3.75,2,"mild, earthy, grassy",0,0,1,0,0,0,NA,SA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
473,Chocolate Alchemist-Philly,United States,2016,Peru,"Tumbes, ""Zarumilla""",90.0,2.5,2,"sticky, bitter, molasses, tart",0,0,0,1,0,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
474,Chocolate Alchemist-Philly,United States,2016,Blend,"Philly Blend, 5 plantations",80.0,2.5,2,"sticky, coconut, sour, bitter",0,0,0,1,0,0,NA,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
475,Chocolate Con Amor,United States,2016,Ecuador,Ecuador,70.0,3.25,2,"molasses, tart, floral",0,0,1,0,0,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
476,Chocolate Con Amor,United States,2016,Dominican republic,Dominican Republic,60.0,3.0,2,"gritty, sweet, molasses",0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
477,Chocolate Con Amor,United States,2016,Dominican republic,Dominican Republic,75.0,3.0,2,"sandy, rich, roasty, earthy",0,0,1,0,0,0,NA,NA,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
478,Chocolate Con Amor,United States,2016,Venezuela,Ocumare,80.0,3.0,2,"gritty, nutty, caramel",0,0,1,0,0,0,NA,SA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,Chocolate Con Amor,United States,2016,Uganda,Uganda,70.0,2.75,2,"roasty, cocoa, molasses",0,0,1,0,0,0,NA,AF,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
480,Chocolate Con Amor,United States,2016,Nicaragua,Nicaragua,80.0,2.75,2,"nutty, roasty, bitter",0,0,1,0,0,0,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Chocolate Con Amor,United States,2016,Bolivia,Wild Bolivian,70.0,2.5,2,"gritty, molasses, earthy",0,0,1,0,0,0,NA,SA,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
482,Chocolate Conspiracy,United States,2014,Peru,Peru,74.0,2.75,3,"unrefined, odd, vegetal",0,0,0,1,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Chocolate Makers,Netherlands,2015,Peru,"Peru, Awagum bar",80.0,3.75,3,"nuts, coffee, peanut butter",0,0,1,0,1,0,EU,SA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Chocolate Makers,Netherlands,2015,Congo,"Congo, Gorilla bar",68.0,3.5,3,"bold, rich cocoa, coffee",0,0,1,0,1,0,EU,AF,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485,Chocolate Makers,Netherlands,2015,Dominican republic,Tres Hombres,75.0,3.25,3,"earthy, coffee, mild, tang",0,0,1,0,1,0,EU,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486,"Chocolate Tree, The",United Kingdom,2012,Madagascar,Madagascar,72.0,3.25,3,"tart, bright fruit, sour coffee",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,"Chocolate Tree, The",United Kingdom,2012,Peru,Peru,68.0,2.75,3,"sandy, sweet, cocoa",0,0,1,0,1,0,EU,SA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,"Chocolate Tree, The",United Kingdom,2012,Ecuador,Ecuador,82.0,2.5,3,"sandy, fruity, burnt",0,0,1,0,1,0,EU,SA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
489,"Chocolate Tree, The",United Kingdom,2013,Peru,Peru,70.0,3.75,2,"intense orange, floral notes",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"Chocolate Tree, The",United Kingdom,2015,Peru,Maranon,69.0,3.75,3,"floral, orange, cocoa",0,0,1,0,1,0,EU,SA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
491,"Chocolate Tree, The",United Kingdom,2015,Venezuela,Carenero Superior,80.0,3.75,2,"mild bitter, fruit, spice",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
492,Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",70.0,3.0,3,"nutty, honey, grassy",0,0,1,0,1,0,EU,AS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70.0,2.5,4,"fatty, vanilla, mass market",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
494,Chocolibrium,United States,2018,Guatemala,"Monte Grande Plantation, Coatepeque",76.0,2.75,2,"high astringent, fruit, roasty",0,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,Chocolibrium,United States,2018,Peru,Ucayali,70.0,2.75,2,"sandy, sweet",0,0,1,0,0,0,NA,SA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,Chocolibrium,United States,2018,India,"Anamalai, Tamil Nadu",63.0,2.5,3,"sandy, tart, ham, sweet",0,0,1,0,1,0,NA,AS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,Chocovic,Spain,2007,Blend,Maragda,70.0,3.0,4,"sweet, marshmallow",0,0,1,0,1,1,EU,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Chocovic,Spain,2007,Ecuador,"Bolivar, Guaranda",71.0,2.5,4,"earthy, floral, mild bitter",0,0,1,0,1,1,EU,SA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
499,Chocovic,Spain,2007,Grenada,Guyave,71.0,2.5,4,"sweet, cardboard",0,0,1,0,1,1,EU,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Chocovic,Spain,2008,Venezuela,Ocumare,71.0,3.5,4,"long lasting, cocoa base",0,0,1,0,1,1,EU,SA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Chocovic,Spain,2009,Blend,Kendari,60.0,3.25,4,"chewy, fudge-like, perfume",0,0,1,0,1,1,EU,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
502,Chocovic,Spain,2009,Blend,Tarakan,75.0,3.25,4,"oily, grassy, minty",0,0,1,0,1,1,EU,Unknown,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
503,Chocovic,Spain,2010,Madagascar,Sambirano,71.0,3.5,4,"spicey, cocoa",0,0,1,0,1,1,EU,AF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Chocovic,Spain,2010,Mexico,Xoconusco,71.0,3.25,4,"earthy, sweet",0,0,1,0,1,1,EU,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,Chocovivo,United States,2015,Mexico,Tabasco,65.0,2.5,2,"coarse, sweet, sour, leathery",0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,Chocovivo,United States,2015,Mexico,Tabasco,75.0,2.5,2,"gritty, mild bitter, off notes",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,Choklat,Canada,2009,Brazil,Brazilian,70.0,3.0,4,"oily, muted, fruity",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
508,Choklat,Canada,2009,Brazil,Brazilian,80.0,3.0,4,"roasty, tart, slight burnt",1,0,1,0,1,0,NA,SA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Choklat,Canada,2009,Venezuela,Ocumare,70.0,3.0,4,"slow, fatty, subdued, nutty",1,0,1,0,1,0,NA,SA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",70.0,2.75,4,"fatty, cigarette butt, coffee",1,0,1,0,1,0,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,Choklat,Canada,2009,Venezuela,Ocumare,80.0,2.5,4,"dry, ashey, medicinal",1,0,1,0,1,0,NA,SA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,42.0,2.75,4,"gritty, sweet, hot cocoa",1,0,1,0,0,1,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,Choocsol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75.0,3.25,3,"grainy, sweet, whole bean",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,Christophe Toury,Peru,2018,Peru,"Ucayali, batch 1",70.0,2.75,2,"sweet, sandy, spicy",0,0,1,0,0,0,SA,SA,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
515,Christopher Elbow,United States,2018,Peru,Ucayali,75.0,3.75,3,"bold, spice, hit of anise",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
516,Christopher Elbow,United States,2019,Brazil,"Fazenda Camboa, 2017 harvest",70.0,4.0,3,"creamy, dried fruit, nutty",0,0,1,0,1,0,NA,SA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
517,Christopher Elbow,United States,2019,Dominican republic,Oko Caribe,72.0,3.75,3,"smooth, spicy, cocoa",0,0,1,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
518,Christopher Elbow,United States,2019,Ecuador,"Camino Verde, 2017 harvest",73.0,3.5,3,"rich cocoa, floral, acidic",0,0,1,0,1,0,NA,SA,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
519,Christopher Elbow,United States,2019,Tanzania,"Kokoa Kamili, 2017 harvest",72.0,3.5,3,"basic cocoa, mild fruit, sweet",0,0,1,0,1,0,NA,AF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,Christopher Elbow,United States,2019,Costa rica,"Hacienda Azul, 2017 harvest",70.0,3.25,3,"cocoa, woody, basic",0,0,1,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,Christopher Elbow,United States,2019,Vietnam,"Vietnam, Marou 2017 harvest",72.0,3.0,3,"roasty, hammy, nutty",0,0,1,0,1,0,NA,AS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Chuao Chocolatier,United States,2009,Venezuela,Choroni,61.0,3.0,5,"sweet, peanut butter",1,0,1,0,1,1,NA,SA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Chuao Chocolatier (Pralus),United States,2010,Venezuela,Chuao,77.0,2.75,3,"red berry, bitter, roasty, sour",0,0,1,0,1,0,NA,SA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
524,Claudio Corallo,Sao Tome and Principe,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",75.0,3.75,3,"dry, sandy, cocoa, coffee",0,0,1,0,1,0,AF,Unknown,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,Claudio Corallo,Sao Tome and Principe,2008,Blend,Terreiro Velho P. w/ sugar crystals,80.0,3.0,3,"bitter, light lime, sour",0,0,1,0,1,0,AF,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
526,Claudio Corallo,Sao Tome and Principe,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5,3.75,2,"short, mild cocoa, mild fruit",0,0,1,0,0,0,AF,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
527,Cloudforest,United States,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73.0,3.5,2,"creamy, floral, bourbon",0,0,1,0,0,0,NA,SA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
528,Coco,Canada,2020,Peru,Ucayali,70.0,3.5,3,"balanced, anise, creamy",0,0,1,0,1,0,NA,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Cocoa Carib,Saint Lucia,2019,Saint Lucia,St. Lucia,70.0,2.25,4,"raw, dirty, metallic, dry",1,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Coleman & Davis,United States,2015,Madagascar,Sambirano,75.0,3.0,4,"berry, spices, smoke",1,0,1,0,1,0,NA,AF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
531,Condor,United States,2015,Ecuador,Camino Verde,76.0,3.5,2,"bold, roasty, sticky, brownie",0,0,1,0,0,0,NA,SA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
532,Confluence,United States,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78.0,2.75,2,"woody, nutty, off sour note",0,0,1,0,0,0,NA,AS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",72.0,3.0,3,"creamy, woodsy, cocoa",0,0,1,0,1,0,EU,AF,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
534,Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",72.0,3.0,3,"intense, tangy, berry, sour",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
535,Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",72.0,3.0,3,"lemon, sour, slight metallic",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
536,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70.0,3.75,3,"dark berry, winey",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
537,Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70.0,3.5,3,"slow, less intense berry, nutty",0,0,1,0,1,0,EU,SA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",62.0,3.25,3,"woodsy, nutty",0,0,1,0,1,0,EU,SA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
539,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",72.0,3.0,3,"creamy, buttery, non descript",0,0,1,0,1,0,EU,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Coppeneur,Germany,2010,Grenada,Grenada,72.0,3.25,3,coffee and cocoa,0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Coppeneur,Germany,2010,Jamaica,Jamaica,72.0,3.25,3,"oily, fatty, rum",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,Coppeneur,Germany,2010,Venezuela,Ocumare 61,72.0,3.25,3,"oily, coffee",0,0,1,0,1,0,EU,SA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,Coppeneur,Germany,2010,Venezuela,Chuao,70.0,3.0,3,"fruity, bland",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
544,Coppeneur,Germany,2010,Trinidad and Tobago,Trinidad,72.0,3.0,3,"dry, spicy, woody",0,0,1,0,1,0,EU,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
545,Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",72.0,2.5,3,"harsh aroma, melon floral, off",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",72.0,3.75,3,"creamy, nutty, cocoa",0,0,1,0,1,0,EU,Unknown,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Coppeneur,Germany,2012,Ghana,Ghana Puristique,85.0,3.5,3,"silky, minty",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,Coppeneur,Germany,2012,Madagascar,Madagascar,70.0,3.5,3,"sandy, sweet, tart red berry",0,0,1,0,1,0,EU,AF,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,Coppeneur,Germany,2013,Ecuador,"Ecuador, Puristique",65.0,3.25,4,"oily, fragrant, spciy",0,0,1,0,1,1,EU,SA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
550,Coppeneur,Germany,2017,Ghana,Ghana,75.0,3.75,3,"oily, rich cocoa, nutty",0,0,1,0,1,0,EU,AF,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
551,Cravve,Australia,2012,Papua new guinea,"Djual Island, batch 1712",75.0,3.5,3,"sandy, sweet, nutty",0,0,1,0,1,0,OC,OC,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
