,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey,company_continent,origin_continent
593,423,Danta,Guatemala,3.088495575221239,Guatemala,Las Acacias E.,75.0,3.0,4,"dark woody, plum, astringent",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
594,661,Danta,Guatemala,3.2712418300653594,Guatemala,Los Ujuxtes,60.0,3.5,4,"oily, dried fruit, vanilla",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.205074235907952,3.211668839634941
595,987,Danta,Guatemala,3.2069444444444444,Guatemala,Las Acacias E.,70.0,4.0,2,"sweet spice, floral",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
596,987,Danta,Guatemala,3.2069444444444444,Guatemala,Los Ujuxtes,70.0,3.75,2,spicy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
597,987,Danta,Guatemala,3.2069444444444444,Madagascar,Sambirano,70.0,3.75,2,"oily, toffee, hints of fruit",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
598,991,Danta,Guatemala,3.2069444444444444,Guatemala,"Oscuro, Finca Chimelb",70.0,3.25,2,"nutty, ashey, spicy pepper",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
599,987,Danta,Guatemala,3.2069444444444444,Venezuela,Chuao,75.0,3.0,4,"gummy, fatty, caramel",1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
600,1223,Danta,Guatemala,3.197530864197531,Guatemala,Los Ujuxtes,82.0,3.25,4,"fatty, sunflower, peanutbutter",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
601,1920,DAR,United States,3.236046511627907,Blend,"DUO, batch 002, Ecuador, Costa Rica",70.0,3.25,2,"floral, licorice, roasty",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
602,1920,DAR,United States,3.236046511627907,Vietnam,Vietnam,72.0,3.0,2,"raisins, astringent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.203216374269006
603,1920,DAR,United States,3.236046511627907,Venezuela,"Venezuela, batch 122",72.0,2.75,2,"nut, tobacco, burnt, off notes",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
604,2342,Darcis,Belgium,3.1333333333333333,Vietnam,Mekong Delta,70.0,3.25,4,"muted, creamy, basic cocoa",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.203216374269006
605,2342,Darcis,Belgium,3.1333333333333333,Peru,Piura,72.0,3.0,4,"muted, creamy, grapes, fatty",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2241003271537623
606,1550,Dark Forest,United States,3.24375,Venezuela,Ocumare,70.0,3.25,3,"roasty, nutty, sweet",1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
607,1554,Dark Forest,United States,3.24375,Ecuador,Ecuador,70.0,3.25,3,"bold, floral, rum",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
608,1550,Dark Forest,United States,3.24375,Madagascar,Madagascar,70.0,3.0,3,"sweet, strong sour, acidic",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
609,1554,Dark Forest,United States,3.24375,Tanzania,Tanzania,70.0,3.0,3,"intense, sweet, brownie",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
610,1708,Dark Forest,United States,3.236046511627907,Bolivia,Bolivia,75.0,3.25,3,"mild cherry, fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
611,907,Davis,United States,3.2069444444444444,Blend,West Africa,58.0,3.25,4,"nice melt, odd rubber notes",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
612,1093,Davis,United States,3.2148876404494384,Dominican republic,Rainforest,70.0,2.75,4,"chalky, vanilla, caramel",1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.211668839634941
613,1093,Davis,United States,3.2148876404494384,Venezuela,Venezuela,70.0,2.75,4,"fatty, powdery, nut, sl. Burnt",1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
614,1093,Davis,United States,3.2148876404494384,Ghana,Ghana,70.0,2.5,4,"vanilla, fatty, basic cocoa",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.2186609686609686
615,1462,De Mendes,Brazil,3.24375,Brazil,"Nativo, Varzea",72.0,3.5,3,"texture issues, brownie",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1836512421545726,3.2241003271537623
616,1462,De Mendes,Brazil,3.24375,Brazil,"Selvagem, Jari",65.0,3.5,3,"one dimensional, brownie",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1836512421545726,3.2241003271537623
617,1832,De Villiers,South africa,3.236046511627907,Madagascar,"Sambirano Valley, batch 2477",70.0,3.0,3,"high roast, fruit",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.177748263179404,3.2186609686609686
618,1832,De Villiers,South africa,3.236046511627907,Uganda,Bundibugyo District,70.0,2.5,3,"high roast, intense, fatty",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
619,175,Dean and Deluca (Belcolade),United States,3.1666666666666665,Costa rica,Costa Rica,64.0,3.0,4,"dark coffee, cocoa",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
620,175,Dean and Deluca (Belcolade),United States,3.1666666666666665,Ecuador,Ecuador,71.0,3.0,4,"cinamon, nutmeg, coffee",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
621,175,Dean and Deluca (Belcolade),United States,3.1666666666666665,Ghana,Ghana,60.0,3.0,4,"nutty, simple, sweet",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
622,180,Dean and Deluca (Belcolade),United States,3.1666666666666665,Papua new guinea,Papua New Guinea,64.0,3.0,4,"waxy, tobacco, smokey",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.205074235907952,3.223404255319149
623,180,Dean and Deluca (Belcolade),United States,3.1666666666666665,Peru,Peru,64.0,3.0,4,"mild mint, basic cocoa",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
624,170,Dean and Deluca (Belcolade),United States,3.1666666666666665,Madagascar,Madagascar,66.0,2.5,4,"sandy, cloying, rich cocoa",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
625,263,Debauve & Gallais (Michel Cluizel),France,3.0386904761904763,Venezuela,Venezuela,66.0,3.75,4,"fatty, rich cocoa, roasty",1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
626,423,Debauve & Gallais (Michel Cluizel),France,3.088495575221239,Papua new guinea,Papua New Guinea,64.0,3.0,4,"smokey, chalky, berry, caramel",1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.223530513554012,3.223404255319149
627,2222,Definite,Dominican republic,3.1915555555555555,Dominican republic,Duarte Province,80.0,3.0,2,"mild bitter, fatty, grassy",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
628,2222,Definite,Dominican republic,3.1915555555555555,Dominican republic,Duarte Province,70.0,2.6,2,"dirty, floral, unrefined",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
629,2222,Definite,Dominican republic,3.1915555555555555,Dominican republic,Elvesia,70.0,2.5,2,"metallic, dirt/ earthy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
630,1916,Desbarres,Canada,3.236046511627907,Tanzania,"Kilombero, batch 41",72.0,2.5,2,"vanilla, chemical, rubber",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.2186609686609686
631,2422,Desbarres,Canada,3.1333333333333333,Guatemala,"Monte Grande, batch 178",72.0,3.0,2,"smokey, roasty, acidic, rich",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3.205074235907952,3.211668839634941
632,166,DeVries,United States,3.1666666666666665,Costa rica,Costa Rica,77.0,3.5,2,"red berry, lingering coffee",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
633,166,DeVries,United States,3.1666666666666665,Dominican republic,Dominican Republic,77.0,3.5,2,"sticky, woodsy, rum",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.205074235907952,3.211668839634941
634,241,DeVries,United States,3.0386904761904763,Bolivia,Bolivian,80.0,2.75,2,"intense fruit, bitter ending",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
635,769,Dick Taylor,United States,3.2712418300653594,Ecuador,Ecuador,70.0,3.25,2,"grassy, tea, late sour",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
636,769,Dick Taylor,United States,3.2712418300653594,Dominican republic,La Red,74.0,3.0,2,"earthy, tart, sour",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.211668839634941
637,661,Dick Taylor,United States,3.2712418300653594,Madagascar,Sambirano,80.0,2.75,2,"sandy, flat, hint of berry",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
638,682,Dick Taylor,United States,3.2712418300653594,Venezuela,Mantuano,75.0,2.75,2,"sticky, very roasty, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.205074235907952,3.2241003271537623
639,895,Dick Taylor,United States,3.2069444444444444,Bolivia,Bolivia,75.0,2.75,2,"dry, mint, medicinal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
640,1193,Dick Taylor,United States,3.2148876404494384,Ecuador,Camino Verde,76.0,3.5,2,"butter, floral, rum",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
641,1034,Dick Taylor,United States,3.2148876404494384,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,3.25,2,"oily, black pepper, roasty",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
642,1235,Dick Taylor,United States,3.197530864197531,Dominican republic,Elvesia,74.0,3.5,2,"mild fruit and spice, roasty",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
643,1634,Dick Taylor,United States,3.24375,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,3.75,2,"sticky, rich, cherry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.205074235907952,3.2241003271537623
644,1864,Dick Taylor,United States,3.236046511627907,Vietnam,Tien Giang,78.0,3.5,2,"tropical berry, intense",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.205074235907952,3.203216374269006
645,2016,Dick Taylor,United States,3.3627450980392157,Solomon islands,"Solomon Is.,batch 17158, N.Vela",72.0,4.0,2,"well defined, creamy, cherry",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.223404255319149
646,1952,Dick Taylor,United States,3.3627450980392157,Guatemala,Lanquin Estate,70.0,3.75,2,"blackberry, raisns",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
647,1972,Dick Taylor,United States,3.3627450980392157,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,3.75,2,"sticky, roasty nibs, grapes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.205074235907952,3.2241003271537623
648,2258,Dick Taylor,United States,3.1915555555555555,Fiji,"Vanua Levu, Matasawalevu",80.0,3.75,2,"cocoa, tea, malt",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.223404255319149
649,2270,Dick Taylor,United States,3.1333333333333333,Belize,"Maya Mtn, Toledo",72.0,4.0,2,"creamy, sticky, dried fruit",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.205074235907952,3.211668839634941
650,2434,Dick Taylor,United States,3.1333333333333333,Madagascar,"Akesson P., Sambirano",72.0,3.75,2,"sticky, dried fruit, toast, cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.205074235907952,3.2186609686609686
651,2466,Dick Taylor,United States,3.256172839506173,Blend,"Northerner, Madagascar and Brazil",73.0,3.5,2,"burnt honey, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
652,2402,Diogo Vaz,Sao Tome and Principe,3.1333333333333333,Sao Tome and Principe,"Sao Tome, batch OST-18-01",65.0,3.0,4,"complex, sweet, sour, grassy",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
653,2406,Diogo Vaz,Sao Tome and Principe,3.1333333333333333,Sao Tome and Principe,"Sao Tome, batch TRI-18-002, trinitario",75.0,3.0,4,"bland, fatty, fruit",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.177748263179404,3.2186609686609686
654,2402,Diogo Vaz,Sao Tome and Principe,3.1333333333333333,Sao Tome and Principe,"Sao Tome, unroasted, batch UNR-18-003",70.0,2.75,4,"cocoa, raw, dirty, chemical",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
655,2406,Diogo Vaz,Sao Tome and Principe,3.1333333333333333,Sao Tome and Principe,"Sao Tome, Grand Cru Plantation, amelonado",75.0,2.5,4,"late cocoa, harsh, off notes",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
656,1407,Doble & Bignall,United Kingdom,3.197530864197531,Nicaragua,Johe,72.0,3.5,3,"nutty, caramel, toffee",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
657,1371,Doble & Bignall,United Kingdom,3.197530864197531,Panama,"Panama, Raven",72.0,3.25,3,"mild cherry, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
658,1371,Doble & Bignall,United Kingdom,3.197530864197531,Venezuela,"Puerto Cabello, Mantuano",72.0,3.25,3,"fatty, rasin, nutty",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
659,1688,Doble & Bignall,United Kingdom,3.24375,Venezuela,Puerto Cabello,85.0,3.0,3,"intense, spicy, floral",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
660,63,Dolfin (Belcolade),Belgium,3.0625,Blend,Noir,70.0,1.5,3,"acidic, astringent, unpleasant",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.223530513554012,3.086734693877551
661,304,Dolfin (Belcolade),Belgium,3.0386904761904763,Blend,"Africa, West Africa",88.0,3.0,3,"sticky, floral",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.223530513554012,3.086734693877551
662,87,Domori,Italy,3.0625,Venezuela,Carenero Superior,70.0,3.5,2,"creamy, basic cocoa",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
663,87,Domori,Italy,3.0625,Peru,Apurimac,70.0,3.25,2,"floral, olive",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
664,87,Domori,Italy,3.0625,Venezuela,Sur del Lago Classificado,70.0,3.0,2,"long lasting, fruit",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2241003271537623
665,111,Domori,Italy,3.1666666666666665,Venezuela,Porcelana,70.0,4.0,2,"creamy, complex, coffee",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
666,192,Domori,Italy,3.1666666666666665,Ecuador,Ecuador,70.0,4.0,2,"creamy, nuts, woody, cocoa",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.223530513554012,3.2241003271537623
667,192,Domori,Italy,3.1666666666666665,Venezuela,"Ocumare 67, Puertofino",70.0,4.0,2,"creamy, mint, tobacco, olive",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
668,192,Domori,Italy,3.1666666666666665,Indonesia,"Java, Javablond",70.0,3.75,2,"creamy, smokey, tobacco",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.223530513554012,3.203216374269006
669,135,Domori,Italy,3.1666666666666665,Madagascar,Madagascar,70.0,3.5,2,"fruity, basic cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
670,192,Domori,Italy,3.1666666666666665,Madagascar,Madagared,70.0,3.5,2,"smooth, banana, cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
671,129,Domori,Italy,3.1666666666666665,Venezuela,"Ocumare 61, Puertomar",75.0,3.25,2,"sticky, smoke, ham, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.223530513554012,3.2241003271537623
672,135,Domori,Italy,3.1666666666666665,Venezuela,Granella,60.0,3.25,2,"mild spice, licorice",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
673,272,Domori,Italy,3.0386904761904763,Blend,Ilblend,70.0,3.75,2,"sticky, olive",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.223530513554012,3.086734693877551
674,272,Domori,Italy,3.0386904761904763,Blend,Blend No. 1,78.0,3.5,2,"sticky, grassy, coffee",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.223530513554012,3.086734693877551
675,227,Domori,Italy,3.0386904761904763,Venezuela,"Carupano, H. San Jose",70.0,3.0,2,"cucumber, hot spices",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
676,272,Domori,Italy,3.0386904761904763,Colombia,Teyuna,70.0,3.0,2,"creamy, woody, earthy",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.223530513554012,3.2241003271537623
677,470,Domori,Italy,3.1888297872340425,Venezuela,"Chuao, Hacienda San Jose",70.0,3.0,2,"subtle, caramel, sour milk",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
678,693,Domori,Italy,3.2712418300653594,Venezuela,"Canoabo, Hacienda San Jose",70.0,3.5,2,"smooth, intense, smoke, nut",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.223530513554012,3.2241003271537623
679,863,Domori,Italy,3.2069444444444444,Venezuela,Guasare,70.0,3.75,2,"creamy, coffee, caramel",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
680,863,Domori,Italy,3.2069444444444444,Tanzania,Morogoro,70.0,3.5,2,"sticky, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.223530513554012,3.2186609686609686
681,1672,Domori,Italy,3.24375,Ecuador,Hacienda Victoria,70.0,3.75,2,"floral, well developed, creamy",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
682,1672,Domori,Italy,3.24375,Venezuela,Ocumare 77,70.0,3.75,2,"nutty, strawberry, creamy",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2241003271537623
683,2040,Domori,Italy,3.1915555555555555,Tanzania,Tanzania,70.0,4.0,2,"creamy, sticky, fruit",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.223530513554012,3.2186609686609686
684,1676,Dormouse,United Kingdom,3.24375,Colombia,"Colombia, Batch 9",80.0,2.75,3,"bitter, molasses, marshmallow",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.223530513554012,3.2241003271537623
685,1676,Dormouse,United Kingdom,3.24375,Madagascar,"Madagascar, Batch 8",77.0,2.75,3,"fruity, molasses",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.223530513554012,3.2186609686609686
686,1672,Dormouse,United Kingdom,3.24375,Venezuela,"Rio Caribe, Batch 7",70.0,2.5,3,"burnt rubber, molasses",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.223530513554012,3.2241003271537623
687,1880,Dormouse,United Kingdom,3.236046511627907,Grenada,Non Pariel Estate,75.0,2.75,3,"licorice, molasses, rubber",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.223530513554012,3.211668839634941
688,2052,Dormouse,United Kingdom,3.1915555555555555,Guatemala,"Verapaz, batch 254",72.0,3.5,3,"near perfect shine, cocoa",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
689,2096,Dormouse,United Kingdom,3.1915555555555555,Peru,"Piura, batch 274",80.0,3.5,2,"molasses, fruit",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.223530513554012,3.2241003271537623
690,2052,Dormouse,United Kingdom,3.1915555555555555,Philippines,"Kablon Farm, batch 242",71.5,2.75,3,molasses notes from sugar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.203216374269006
691,2390,Double Spiral,United States,3.1333333333333333,Dominican republic,Hispaniola,75.0,3.0,2,"dry, cocoa, grassy, spicy",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
692,2390,Double Spiral,United States,3.1333333333333333,Tanzania,Kokoa Kamili,70.0,2.75,2,"dry, sour, sweet, mild fruit",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.205074235907952,3.2186609686609686
693,2390,Double Spiral,United States,3.1333333333333333,Dominican republic,Oko Caribe,75.0,2.5,2,"dry, earthy, walnut",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
694,516,Duffy's,United Kingdom,3.1888297872340425,Ecuador,"Corazon del Ecuador, Calceta beans",72.0,3.75,3,"rich cocoa, fruity, strong floral",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2241003271537623
695,523,Duffy's,United Kingdom,3.1888297872340425,Peru,Star of Peru,70.0,3.75,3,"dark forest berry, spice",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
696,516,Duffy's,United Kingdom,3.1888297872340425,Panama,Panama,70.0,3.5,3,caramel and cocoa,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
697,523,Duffy's,United Kingdom,3.1888297872340425,Ecuador,Star of Ecuador,70.0,2.5,3,"chalky, bread, dirt",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
698,623,Duffy's,United Kingdom,3.2712418300653594,Honduras,"Indio Rojo, Xoco",72.0,3.75,3,"dried fruit, grapes, sour",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.223530513554012,3.211668839634941
699,661,Duffy's,United Kingdom,3.2712418300653594,Dominican republic,Dominican Republic,65.0,3.5,3,"heavy roast, woody, berry",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.223530513554012,3.211668839634941
700,765,Duffy's,United Kingdom,3.2712418300653594,Venezuela,Ocumare,71.0,3.5,3,intense cocoa,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
