,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey
344,1606,Cacao Arabuco,Puerto rico,2015,Puerto rico,Puerto Rico,70.0,2.5,2,"dirt, floral, sweet",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
345,502,Cacao Atlanta,U.S.A,2010,Dominican republic,Dominican Republic w/ nibs,75.0,2.75,2,"creamy, burnt wood",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
346,502,Cacao Atlanta,U.S.A,2010,Dominican republic,"Dominican Republic, ""Love Bar""",75.0,2.5,2,"oily, buttery, intense",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
347,600,Cacao Atlanta,U.S.A,2010,Venezuela,Patanemo,75.0,2.25,2,"over roasted, bitter, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1215,Cacao Atlanta,U.S.A,2014,Peru,Tumbes,75.0,2.5,2,"roasty, almost burnt, intense",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349,147,Cacao Barry,France,2007,Mexico,Mexico,66.0,3.0,5,"creamy, woody, cocoa",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
350,141,Cacao Barry,France,2007,Venezuela,Venezuela,72.0,2.0,5,"sandy, dairy, cocoa",1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,300,Cacao Barry,France,2008,Tanzania,Tanzania,75.0,2.0,5,"dry, flat flavor, astringent",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,586,Cacao Barry,France,2010,Dominican republic,Santo Domingo,70.0,3.0,5,"spice, fruit medley, roasty",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65.0,3.5,5,"gritty, sweet, citrus",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
354,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72.0,3.75,2,"light color, creamy, hazelnut",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72.0,3.0,2,"light color, dirty, astringent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72.0,2.5,2,"light color, dirty, musty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70.0,3.75,2,"fruity, nutty, brownie",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75.0,3.5,2,"bright fruit, strawberry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74.0,3.25,2,"nutty, intense, leathery",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75.0,2.5,2,"intense, earthy, fuel",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
361,1688,Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77.0,3.5,2,"assertive, fruity, acidic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
362,1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74.0,3.25,2,"intense, black licorice, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
363,1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75.0,3.25,2,"spicy, nutty, ends sour",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
364,2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75.0,2.75,2,"sandy, chalky, earthy",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
365,2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70.0,3.0,2,"raspberry, dirty, sour",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
366,2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75.0,2.5,2,"high astringent, sandy, grass",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,1430,Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64.0,3.5,4,"intense, marshmallow, fruit",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
368,1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70.0,3.5,4,"earthy, woody, smoke",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
369,1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70.0,3.25,4,"intense, spice",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
370,1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69.0,2.75,4,"green, vegetal, soil, fuel",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1662,Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72.0,3.75,3,"rich, nutty, acidic",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
372,1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71.0,3.75,3,"distinct, short, dried fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74.0,3.75,3,"mild cocoa, astringent",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1860,Cacao Market,U.S.A,2016,Honduras,"Jutiapa, lot 050916D",70.0,3.5,4,"deep cocoa, fatty, dairy",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,641,Cacao Prieto,U.S.A,2011,Dominican republic,Dominican Republic,66.0,3.75,2,"creamy, blueberry, black pepper",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
376,647,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republic, rustic",65.0,3.25,2,"rustic, gritty, sweet, fruit",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
377,641,Cacao Prieto,U.S.A,2011,Dominican republic,"Dominican Republicm, rustic",72.0,3.0,2,"rustic, sweet, one dimensional",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,991,Cacao Prieto,U.S.A,2012,Dominican republic,"Criollo, Dominican Republic",72.0,3.75,2,"oily, cherry, rich cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
379,336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70.0,4.0,4,distinct lemon,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70.0,4.0,4,"creamy, nutty, banana, rich",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
381,523,Cacao Sampaka,Spain,2010,Papua new guinea,Papua,71.0,4.0,4,"creamy, mild spice, cocoa",1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71.0,3.75,4,"creamy, mild spice, hazelnut",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71.0,3.5,4,"creamy, earthy, dark roast",1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
384,537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71.0,3.5,4,"gritty, fudge-like, nutty",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77.0,3.5,4,"intense, roasty, rich cocoa",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71.0,3.25,4,"silky, Andes mint, off nutty",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70.0,3.5,4,"rich, cherries, acidic",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
388,1684,Cacao Store,Japan,2015,Vietnam,Vietnam,70.0,3.5,2,"balanced, dairy, spicy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,1684,Cacao Store,Japan,2015,Peru,Peru,70.0,3.25,2,"dried fruit, sour, nutella",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
390,1684,Cacao Store,Japan,2015,Madagascar,Madagascar,70.0,3.0,2,"sour milk, off, late tart",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
391,2378,Cacaosuyo,Peru,2019,Peru,Chuncho-Cuzco,70.0,3.0,2,"ripe grapes, very acidic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1173,Cacaosuyo (Theobroma Inversiones),Peru,2013,Peru,Piura,70.0,3.25,2,"gritty, molasses",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
393,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63.0,3.5,4,"sandy, sweet, bold citrus",1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394,237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71.0,3.5,4,"dry, spicy, fruity",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
395,245,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82.0,2.5,4,"cloying, fatty, bitter",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,259,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91.0,1.5,4,"klingy, hint of fruit, very bitter",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,765,C-Amaro,Italy,2011,Trinidad,Trinidad,70.0,2.5,2,"burnt coffee, fatty",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,749,C-Amaro,Italy,2011,Sao tome,Sao Tome,78.0,2.25,2,burnt up front,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,809,C-Amaro,Italy,2012,Venezuela,Venezuela,80.0,3.0,2,"nutty, ashey, coffee",0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,1185,C-Amaro,Italy,2013,Ecuador,Ecuador,100.0,3.5,1,"fatty, controlled bitter, fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
401,1442,C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70.0,3.5,2,"oily surface, berry, cream",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
402,1442,C-Amaro,Italy,2014,Dominican republic,Dominican Republic,72.0,3.0,2,"intense, fatty, brownie",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
403,1442,C-Amaro,Italy,2014,Cuba,Cuba,75.0,2.5,2,"intense, ashey, earthen",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
404,1808,Cao,U.S.A,2016,Brazil,Brazil,70.0,3.25,3,"dairy, chocolate, mild fruit",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405,1804,Cao,U.S.A,2016,Venezuela,"Porcelana, Batch 5163",70.0,3.0,3,strong nutty with off notes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1808,Cao,U.S.A,2016,Bolivia,Bolivia,75.0,3.0,3,"sandy, bold, cherry",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
407,1804,Cao,U.S.A,2016,Tanzania,Tanzania,73.0,2.75,3,"sweet, acidic, fatty",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
408,1804,Cao,U.S.A,2016,Venezuela,Porcelana,75.0,2.5,3,"nutty, burnt, fuel",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55.0,3.5,4,"sandy, sweet, spicy",1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
410,269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55.0,3.25,4,"sticky, sweet, grassy",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,266,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55.0,3.0,4,"sweet, floral, yogurt",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
412,245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77.0,2.75,4,"crumbly, cinamon",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77.0,2.5,4,"perfume, chemical off note",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77.0,2.0,4,"grainy, intense, bitter",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
415,1263,Captain Pembleton,New zealand,2014,Papua new guinea,Kulili Estate,70.0,3.75,3,"tart, malt, mild smoke",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,1263,Captain Pembleton,New zealand,2014,Papua new guinea,"Saidor Estate, Madang P.",70.0,3.5,3,"mild smoke, melon",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
417,841,Caribeans,Costa rica,2012,Costa rica,Costa Rica,72.0,3.0,2,"fatty, woody, coffee",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
418,845,Caribeans,Costa rica,2012,Costa rica,Costa Rica,80.0,2.75,2,"fatty, fruit, muted",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
419,1582,Caribeans,Costa rica,2015,Guatemala,"Antigua, Special Reserve",72.0,3.5,3,"woody, spicy, tobacco",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
420,1586,Caribeans,Costa rica,2015,Costa rica,Anselmo Paraiso Estate,72.0,3.5,2,"acidic, astringent, spicy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
421,1586,Caribeans,Costa rica,2015,Costa rica,"Talamanca, Raul-Kekoldo community",72.0,3.25,2,"floral, earthy, acidic",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
422,1888,Carlotta Chocolat,Colombia,2016,Colombia,Huila,65.0,3.5,3,"overly sweet, mild spice",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1888,Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65.0,3.5,3,"sweet, grassy, nutty",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65.0,3.25,3,"nutty, grain, late choco",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65.0,3.25,3,"mild smoke, sweet edge",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65.0,3.0,3,"sweet, marshmallow",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2154,Casa,U.S.A,2018,Blend,"Ecuador, Vietnam",75.0,2.0,2,"off notes, vanilla",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428,2402,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65.0,3.25,2,"molasses, rich, vegetal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
429,2394,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71.0,3.0,2,"sandy, intense, sweet, rich",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
430,1101,Castronovo,U.S.A,2013,Dominican republic,"Conacado, batch 161",73.0,3.5,2,"sandy, mild intensity, fruit",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,1105,Castronovo,U.S.A,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70.0,3.25,3,"sandy, nutty, cocoa",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,1109,Castronovo,U.S.A,2013,Nicaragua,"Nicaragua, batch 164",72.0,3.25,3,"sandy, molasses, spice",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
433,1101,Castronovo,U.S.A,2013,Bolivia,"Bolivia, batch 166",70.0,3.0,3,"sandy, tobacco, molasses",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
434,1153,Castronovo,U.S.A,2013,Venezuela,"Guaniamo, batch 173",72.0,3.0,3,mild metallic and spice,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1153,Castronovo,U.S.A,2013,Peru,"Tumbes, batch 176",70.0,2.75,3,"molasses, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,1105,Castronovo,U.S.A,2013,Peru,"San Martin, batch 155",70.0,2.5,3,"sandy, fruity, acidic, metallic",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
437,1347,Castronovo,U.S.A,2014,Colombia,"Sierra Nevada, batch 1",72.0,3.5,3,"caramel, molasses, fruit",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
438,1371,Castronovo,U.S.A,2014,Colombia,"Arauca, batch 280",76.0,3.5,3,"caramel, sweet, delicate",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1407,Castronovo,U.S.A,2014,Dominican republic,Elvesia P.,70.0,2.75,3,"soapy, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,1570,Castronovo,U.S.A,2015,Dominican republic,"Duarte, Batch 360",70.0,3.75,3,"med roast, grassy, dried fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,1570,Castronovo,U.S.A,2015,Honduras,"the lost city, gracias a dias, batch 362",72.0,3.5,3,"roasty, black pepper, nutty",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,1574,Castronovo,U.S.A,2015,Venezuela,"Piaroa, Amazonas, Batch 350",72.0,3.5,3,"nutty, floral, roasty",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,1724,Castronovo,U.S.A,2016,Belize,"Maya Mtn, Batch 454, Heirloom",72.0,4.0,3,"bright fruit, molasses, nutty",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
444,1956,Castronovo,U.S.A,2017,Venezuela,"Patanemo, batch 539",70.0,3.25,2,"nutty, roasty, caramel",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2314,Castronovo,U.S.A,2019,Mexico,"Xoconusco, criollo, batch 834",70.0,3.75,3,"smooth, caramel, dried fruit",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,2354,Castronovo,U.S.A,2019,Puerto rico,Puerto Rico,70.0,3.5,3,"smooth, mellow, floral",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
447,1251,Cello,U.S.A,2014,Bolivia,Bolivia,70.0,3.0,3,"creamy, woody, slight cherry",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
448,1247,Cello,U.S.A,2014,Peru,Peru,70.0,2.75,3,"mild fruit, off notes",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,1251,Cello,U.S.A,2014,Venezuela,Venezuela,70.0,2.75,3,"nutty, roasty, smokey",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,1247,Cello,U.S.A,2014,Ecuador,Ecuador,70.0,2.5,3,"burnt rubber, leather",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1426,Chaleur B,Canada,2014,Uganda,Uganda,70.0,2.75,3,"sandy, roasty, coffee",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,2028,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74.0,3.0,2,"dark roast, rich cocoa",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2238,Chapon,France,2018,Venezuela,"San Esteban (Chloe, Maria, Patrice)",68.0,3.5,3,"butter, roasty, cocoa, nutty",1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1900,Charm School,U.S.A,2016,Belize,Maya Mtn,70.0,3.25,3,"slightly metallic, woody, berry",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
455,252,Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,75.0,3.0,3,"dry, sandy, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,486,Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,55.0,2.75,3,"very sweet, very spicey",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1235,Chequessett,U.S.A,2014,Costa rica,la Amistad,70.0,3.5,3,"green, leafy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2202,Chequessett,U.S.A,2018,Peru,Ucayali River,72.0,3.0,3,"spicy, chocolatey, atypical",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,2422,Chequessett,U.S.A,2019,Ecuador,Costa Esmeraldas,72.0,3.5,3,"sl. chalky, floral, pure",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,1454,Chocablog,U.k.,2015,Ecuador,Ecuador,70.0,3.25,3,"floral, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
461,1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain,82.0,3.25,2,"powdery, bland, mild choco",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75.0,3.0,2,"bland, mild choco & leather",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,1696,Choco Dong,South korea,2015,Malaysia,"Tawau, Oct. 2015 Harvest",70.0,3.5,2,"high roast, banana raspberry",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1696,Choco Dong,South korea,2015,Vietnam,"Mekong Delta, early 2014 Harvest",70.0,2.75,2,"roasty, sour milk, off note",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,2298,Chococard (Lapos),Hungary,2019,Dominican republic,Zorzal,71.0,3.25,3,"chunky, spicy, rubbery",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466,2298,Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72.0,2.5,3,"grassy, rubbery",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,1482,Chocolarder,U.k.,2015,Peru,"Peru + nibs, batch C6",65.0,2.75,2,"flat, floral, medicinal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,1482,Chocolarder,U.k.,2015,Peru,"Peru, batch C7",65.0,2.5,2,"flat, metallic, floral",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
469,1514,Chocolarder,U.k.,2015,Dominican republic,"Dominican Republic, batch 5",80.0,2.5,2,"spicy, earthy off notes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
470,2442,Chocolarder,U.k.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74.0,3.0,2,"sugar dominates, molasses",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,647,Chocola'te,U.S.A,2011,Madagascar,Madagascar,70.0,3.75,2,"mild, fruity then nutty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
